,TIME,LR1A_T,LR1A_P,LR2A_T,LR2A_P,LR3A_T,LR3A_P,LR4A_T,LR4A_P,LR5A_T,LR5A_P,LR6A_T,LR6A_P,LR7A_T,LR7A_P,LR8A_T,LR8A_P,LR9A_T,LR9A_P,LR10A_T,LR10A_P,LR11A_T,LR11A_P,LR12A_T,LR12A_P,LR13A_T,LR13A_P,LR14A_T,LR14A_P,LR15A_T,LR15A_P,LR16A_T,LR16A_P,LR17A_T,LR17A_P,LR18A_T,LR18A_P,LR19A_T,LR19A_P,LR20A_T,LR20A_P,LR21A_T,LR21A_P,LR22A_T,LR22A_P,LR23A_T,LR23A_P,LR24A_T,LR24A_P,LR25A_T,LR25A_P,LR1B_T,LR1B_P,LR2B_T,LR2B_P,LR3B_T,LR3B_P,LR4B_T,LR4B_P,LR5B_T,LR5B_P,LR6B_T,LR6B_P,LR7B_T,LR7B_P,LR8B_T,LR8B_P,LR9B_T,LR9B_P,LR10B_T,LR10B_P,LR11B_T,LR11B_P,LR12B_T,LR12B_P,LR13B_T,LR13B_P,LR14B_T,LR14B_P,LR15B_T,LR15B_P,LR16B_T,LR16B_P,LR17B_T,LR17B_P,LR18B_T,LR18B_P,LR19B_T,LR19B_P,LR20B_T,LR20B_P,LR21B_T,LR21B_P,LR22B_T,LR22B_P,LR23B_T,LR23B_P,LR24B_T,LR24B_P,LR25B_T,LR25B_P,LSR1_T,LSR1_P,LSR2_T,LSR2_P,LSR3_T,LSR3_P,LSR4_T,LSR4_P,LSR5_T,LSR5_P,LSR6_T,LSR6_P,LSR7_T,LSR7_P,LSR8_T,LSR8_P,LSR9_T,LSR9_P,LSR10_T,LSR10_P,LSR11_T,LSR11_P,LSR12_T,LSR12_P,LSR13_T,LSR13_P,LSR14_T,LSR14_P,LSR15_T,LSR15_P,LSR16_T,LSR16_P,LSR17_T,LSR17_P,LSR18_T,LSR18_P,LSR19_T,LSR19_P,LSR20_T,LSR20_P,LSR21_T,LSR21_P,LSR22_T,LSR22_P,LSR23_T,LSR23_P,LSR24_T,LSR24_P,LSR25_T,LSR25_P,Homogenised_T,Homogenised_P
10,6028.75,303.011,101032.00000000001,303.011,101037.00000000001,303.01,101042.0,303.01,101046.99999999999,303.01,101051.99999999997,303.01,101056.99999999997,303.01,101061.99999999999,303.01,101067.99999999999,303.01,101072.99999999999,303.009,101077.99999999999,303.009,101082.99999999997,303.008,101088.00000000001,303.008,101093.00000000003,303.008,101098.00000000001,303.00800000000004,101103.00000000003,303.008,101108.99999999999,303.008,101114.00000000001,303.0079999999999,101118.99999999999,303.008,101124.0,303.008,101128.99999999999,303.008,101134.0,303.0079999999999,101138.99999999999,303.008,101144.00000000001,303.00800000000004,101150.0,303.007,101155.00000000003,303.01,101032.0,303.011,101037.00000000001,303.01,101042.00000000001,303.01,101047.00000000001,303.01,101051.99999999999,303.01000000000005,101057.0,303.009,101062.00000000001,303.009,101067.99999999999,303.01,101072.99999999997,303.009,101078.00000000001,303.009,101082.99999999997,303.008,101088.00000000001,303.0079999999999,101092.99999999999,303.008,101098.00000000001,303.008,101103.00000000001,303.008,101109.0,303.008,101114.00000000001,303.0079999999999,101118.99999999999,303.008,101124.0,303.008,101128.99999999999,303.008,101134.00000000004,303.008,101139.00000000001,303.008,101144.00000000001,303.0070000000001,101150.00000000004,303.007,101154.99999999999,4609.436275404272,1204480.210442168,4592.137188510387,1201651.4046045253,4529.088237513309,1191229.601982282,4374.798119220969,1164884.4265246904,4088.058653312668,1112684.0265805572,3655.2582735509964,1026221.5933829872,3103.0035068418983,903338.3628880184,2492.6398803181523,752445.6659588488,1898.7459108040882,591674.8065757195,1383.5242646939807,441994.56072474114,301.131,101099.99999999999,301.959,101103.99999999999,302.46,101108.0,302.74,101112.0,302.885,101116.00000000001,302.9549999999999,101119.99999999999,302.987,101124.00000000001,303.0,101128.00000000001,303.00600000000003,101132.0,303.007,101135.99999999999,303.008,101140.0,303.008,101144.00000000001,303.008,101148.00000000001,303.007,101151.99999999999,303.007,101156.0,1351.5516866987764,430179.85759010864
11,6628.75,303.019,101042.00000000001,303.019,101047.00000000001,303.018,101052.0,303.018,101057.0,303.018,101062.0,303.018,101066.99999999999,303.018,101072.00000000001,303.018,101077.0,303.018,101083.0,303.017,101088.00000000003,303.017,101093.0,303.0159999999999,101097.99999999996,303.016,101102.99999999999,303.016,101108.0,303.0159999999999,101112.99999999996,303.016,101118.0,303.016,101124.0,303.0159999999999,101128.99999999994,303.017,101133.99999999999,303.017,101138.99999999997,303.017,101143.99999999997,303.017,101148.99999999999,303.017,101153.99999999999,303.0160000000001,101159.00000000001,303.016,101164.00000000001,303.019,101042.00000000001,303.019,101047.00000000001,303.018,101052.0,303.018,101057.0,303.019,101062.00000000001,303.019,101066.99999999999,303.018,101072.0,303.018,101076.99999999999,303.0179999999999,101082.99999999996,303.017,101087.99999999999,303.017,101093.0,303.017,101098.0,303.016,101103.0,303.016,101107.99999999999,303.016,101113.00000000001,303.01599999999996,101118.0,303.016,101124.00000000001,303.016,101128.99999999997,303.016,101134.00000000003,303.016,101139.00000000001,303.016,101144.00000000001,303.0160000000001,101149.00000000003,303.017,101153.99999999999,303.016,101159.0,303.016,101164.00000000001,4610.661165674299,1204808.4282239603,4601.42215346935,1203292.127146284,4564.463571812066,1197216.5885205993,4465.452108747414,1180628.7767436986,4264.737539066805,1145460.0895471794,3935.0675372789105,1083253.7816930083,3477.5388094858968,988259.5093358724,2926.677545788878,861403.3872805987,2341.5147403769656,712858.1390507249,1786.326163191408,559852.8223187317,1311.1552115857096,420302.0683196684,301.257,101114.0,302.017,101118.00000000001,302.483,101121.99999999999,302.749,101126.0,302.89,101130.00000000001,302.96,101134.0,302.993,101137.99999999997,303.007,101141.99999999999,303.013,101146.00000000001,303.016,101150.00000000001,303.016,101154.00000000003,303.017,101157.00000000001,303.016,101161.00000000001,303.015,101165.00000000001,1447.3613745718333,458646.91396145103
12,7228.75,303.027,101052.0,303.027,101056.99999999999,303.027,101061.99999999999,303.027,101067.00000000001,303.027,101072.00000000001,303.027,101077.00000000003,303.026,101082.0,303.02600000000007,101087.00000000003,303.026,101091.99999999997,303.026,101097.99999999999,303.026,101103.0,303.025,101108.0,303.025,101113.00000000001,303.025,101118.00000000001,303.025,101123.00000000001,303.025,101128.0,303.02500000000003,101133.00000000003,303.025,101139.0,303.025,101144.00000000001,303.025,101149.00000000003,303.025,101154.0,303.025,101159.0,303.025,101164.0,303.02400000000006,101169.00000000001,303.024,101174.0,303.027,101052.0,303.0269999999999,101056.99999999997,303.027,101062.00000000003,303.027,101067.00000000003,303.027,101072.0,303.027,101077.00000000003,303.02599999999995,101081.99999999997,303.026,101086.99999999996,303.026,101091.99999999997,303.02600000000007,101098.0,303.026,101103.0,303.025,101107.99999999999,303.025,101113.00000000001,303.025,101118.0,303.025,101123.00000000001,303.025,101128.0,303.025,101133.0,303.025,101139.0,303.025,101144.00000000001,303.025,101149.00000000001,303.025,101153.99999999999,303.025,101159.0,303.025,101164.0,303.025,101169.0,303.024,101174.0,4611.258106659173,1205037.933469383,4606.36139970316,1204227.4145429216,4585.02274543219,1200721.5831105916,4522.8648897491385,1190426.3598412606,4386.231721310597,1167118.4919137163,4143.549856899422,1123330.2152817554,3779.861074755477,1052236.0619946597,3306.8774858149686,950466.8440447451,2763.243105868161,821376.9896072736,2204.1203409293566,676116.8097442568,1684.5988651056225,530669.593737237,1245.0100745716095,400328.71919025906,301.3759999999999,101127.99999999999,302.074,101132.00000000001,302.508,101136.0,302.759,101140.00000000003,302.896,101142.99999999999,302.966,101147.0,302.999,101150.99999999999,303.014,101155.0,303.02099999999996,101158.99999999996,303.02399999999994,101162.99999999997,303.025,101167.00000000001,303.024,101171.00000000001,303.024,101175.00000000001,1541.772461488798,486404.3123367249
13,7828.75,303.036,101061.0,303.036,101066.00000000001,303.035,101071.99999999999,303.035,101077.0,303.035,101082.0,303.035,101087.0,303.0349999999999,101091.99999999994,303.035,101096.99999999999,303.0349999999999,101101.99999999996,303.034,101107.0,303.034,101112.99999999999,303.033,101118.0,303.033,101123.00000000003,303.033,101128.00000000001,303.033,101132.99999999997,303.033,101137.99999999999,303.03299999999996,101143.0,303.033,101148.0,303.033,101153.00000000001,303.03299999999996,101158.99999999999,303.033,101164.00000000001,303.033,101169.00000000001,303.033,101174.0,303.033,101179.00000000001,303.033,101184.00000000003,303.0359999999999,101060.99999999997,303.036,101066.00000000001,303.035,101071.99999999999,303.035,101077.0,303.035,101082.0,303.035,101087.0,303.035,101092.0,303.035,101097.00000000001,303.035,101102.0,303.034,101107.00000000001,303.034,101112.99999999999,303.033,101118.0,303.033,101123.00000000001,303.033,101128.0,303.033,101133.0,303.033,101137.99999999999,303.033,101143.00000000003,303.033,101148.00000000001,303.033,101153.00000000001,303.033,101158.99999999999,303.033,101163.99999999999,303.033,101169.00000000001,303.0330000000001,101174.00000000001,303.033,101179.0,303.033,101184.00000000001,4611.544721257614,1205226.3957103922,4608.971883283831,1204780.4610519207,4596.814800110747,1202774.9098220272,4558.524882031369,1196472.4691358448,4467.7301390581715,1181255.9806600662,4294.1972146939925,1150975.7755763896,4014.9243807446906,1099035.495397442,3625.1655207841627,1020171.4986954184,3144.007348381206,913192.0635433673,2611.615450712322,783267.687108058,2078.613292321783,641939.132661133,1591.997552339521,503800.4672039858,1184.2842040421044,381869.04012946365,301.488,101141.99999999999,302.131,101146.00000000001,302.534,101149.00000000001,302.772,101153.00000000001,302.9030000000001,101157.00000000004,302.972,101160.99999999999,303.006,101165.00000000001,303.022,101169.0,303.029,101173.0,303.032,101177.00000000001,303.0319999999999,101180.99999999999,303.032,101185.00000000001,1634.8681062446353,513484.4228376948
14,8428.75,303.044,101070.99999999999,303.044,101076.00000000001,303.044,101081.0,303.044,101087.0,303.0439999999999,101091.99999999996,303.044,101097.00000000001,303.043,101102.0,303.043,101106.99999999999,303.043,101111.99999999999,303.043,101116.99999999999,303.042,101122.0,303.042,101128.0,303.042,101132.99999999997,303.041,101137.99999999999,303.041,101143.00000000003,303.041,101148.00000000001,303.041,101153.00000000001,303.041,101158.0,303.041,101163.0,303.04,101168.0,303.04,101174.0,303.04,101179.0,303.04,101184.00000000001,303.041,101189.0,303.041,101194.0,303.044,101071.00000000003,303.044,101076.0,303.044,101081.0,303.044,101087.0,303.044,101091.99999999997,303.044,101096.99999999999,303.043,101102.0,303.043,101106.99999999999,303.043,101112.0,303.043,101117.00000000001,303.043,101122.0,303.042,101128.0,303.042,101132.99999999997,303.042,101137.99999999999,303.04200000000003,101143.00000000003,303.04200000000003,101148.00000000004,303.041,101153.00000000001,303.04100000000005,101158.00000000001,303.041,101163.00000000001,303.041,101168.0,303.04100000000005,101174.00000000001,303.041,101179.00000000003,303.041,101184.00000000003,303.04200000000003,101189.00000000003,303.041,101194.0,4611.6876637266,1205382.241463611,4610.343229635948,1205134.0236439246,4603.495568451655,1203996.3214641125,4580.296973007714,1200194.1613727799,4521.226048923529,1190394.7836164809,4400.239208230721,1169776.9908339477,4192.051254302845,1132549.2265937803,3881.80028785022,1073017.8453697094,3472.852721934972,987529.8320750992,2989.18933186336,876714.2640750235,2470.7970999659215,747061.4657455739,1963.507156442879,610084.2741249789,1507.2999026572575,478970.66253070405,1128.3309651971454,364756.6585061966,301.592,101155.99999999999,302.186,101158.99999999997,302.562,101162.99999999997,302.786,101167.0,302.912,101171.0,302.979,101175.00000000001,303.013,101178.99999999999,303.029,101183.00000000001,303.037,101187.0,303.04099999999994,101190.99999999999,303.041,101195.00000000001,1726.750025171809,539923.872964655
15,9028.75,303.053,101081.00000000001,303.053,101086.00000000001,303.052,101091.0,303.052,101096.00000000001,303.052,101101.99999999999,303.052,101107.0,303.052,101112.0,303.052,101116.99999999999,303.05099999999993,101121.99999999999,303.05,101127.0,303.049,101131.99999999997,303.049,101137.00000000001,303.049,101142.0,303.048,101148.0,303.048,101153.0,303.048,101158.00000000001,303.048,101163.00000000001,303.0480000000001,101168.00000000003,303.047,101173.0,303.047,101178.00000000001,303.047,101182.99999999999,303.0470000000001,101189.00000000003,303.046,101194.0,303.05,101198.99999999999,303.05,101203.99999999999,303.053,101080.99999999999,303.0529999999999,101085.99999999999,303.052,101091.0,303.052,101096.0,303.05199999999996,101101.99999999997,303.052,101107.0,303.052,101112.0,303.052,101117.0,303.05199999999996,101121.99999999999,303.051,101127.0,303.051,101131.99999999999,303.05,101136.99999999999,303.05,101142.00000000001,303.05,101147.99999999999,303.05,101152.99999999999,303.05,101158.00000000003,303.05,101162.99999999997,303.05,101167.99999999999,303.049,101173.00000000003,303.04900000000004,101178.00000000003,303.049,101183.00000000001,303.049,101189.0,303.0489999999999,101193.99999999999,303.05,101198.99999999999,303.05,101204.00000000001,4611.755941166595,1205523.207105265,4611.059455927255,1205380.7383574538,4607.242092834518,1204734.4377057585,4593.392645520911,1202464.871654352,4555.669607042629,1196245.5895558682,4473.186455102972,1182415.594310836,4321.9634175287865,1156159.4296121565,4082.2593189016934,1112128.859986694,3746.4523491374516,1045694.5501182815,3324.174035634755,954648.6424773148,2842.3942798623825,841191.7624237332,2339.8437354008875,712700.5590629587,1857.579501251494,580342.8811291975,1429.5162484864738,455955.4858547558,1076.6178584085199,348854.8117032774,301.691,101169.00000000003,302.239,101173.0,302.59,101176.99999999999,302.801,101181.0,302.921,101184.99999999999,302.987,101188.99999999999,303.02,101193.0,303.037,101196.99999999999,303.049,101201.00000000003,303.049,101205.00000000001,1817.5289969270748,565759.29123096
16,9628.75,303.061,101091.00000000001,303.061,101096.0,303.06100000000004,101101.00000000004,303.061,101106.00000000001,303.06,101111.00000000003,303.059,101116.99999999999,303.057,101122.00000000001,303.056,101127.00000000001,303.056,101132.0,303.0549999999999,101136.99999999999,303.055,101141.99999999999,303.055,101146.99999999997,303.05400000000003,101152.00000000003,303.054,101157.0,303.054,101163.00000000001,303.054,101167.99999999999,303.053,101172.99999999999,303.05299999999994,101177.99999999999,303.053,101183.00000000001,303.053,101188.00000000003,303.052,101193.00000000001,303.052,101198.00000000004,303.052,101204.00000000001,303.058,101209.0,303.058,101213.99999999999,303.061,101091.00000000001,303.061,101096.0,303.061,101101.00000000003,303.061,101106.00000000001,303.061,101111.00000000001,303.06,101117.00000000001,303.06,101122.00000000001,303.059,101126.99999999999,303.059,101132.0,303.059,101137.0,303.059,101142.0,303.059,101147.0,303.0579999999999,101151.99999999994,303.058,101157.0,303.05799999999994,101162.99999999997,303.058,101167.99999999999,303.0579999999998,101172.99999999993,303.05699999999996,101178.0,303.057,101183.0,303.057,101188.0,303.057,101193.00000000003,303.05699999999996,101197.99999999999,303.057,101204.00000000003,303.057,101209.0,303.05800000000005,101213.99999999999,4611.786573837582,1205658.7351443223,4611.430643064927,1205573.5863714125,4609.3262116160095,1205203.3420568088,4601.159094369011,1203861.2885681766,4577.466155552321,1199963.1057270048,4522.352209354637,1190817.031979443,4415.013248173388,1172572.5450114482,4234.604959259325,1140557.6311426163,3966.954910222962,1090046.3508252832,3610.632433383235,1017394.3437046368,3179.958548521283,921813.366136447,2703.461969372028,806748.2110981456,2217.9012998444664,680117.2879228368,1759.809317729975,552544.2518265302,1357.839609840801,434569.9664131124,301.038,101179.0,301.783,101182.99999999999,302.291,101187.00000000003,302.618,101190.99999999999,302.817,101195.00000000001,302.93199999999996,101198.99999999997,302.995,101203.0,303.028,101207.0,303.058,101210.99999999999,303.058,101214.99999999999,1907.3729218369886,591043.1513353916
17,10228.7,303.066,101101.0,303.064,101105.99999999997,303.063,101111.00000000001,303.0619999999999,101115.99999999996,303.061,101121.0,303.061,101125.99999999999,303.061,101131.0,303.05999999999995,101137.0,303.06,101142.00000000001,303.059,101147.00000000001,303.059,101152.00000000003,303.059,101157.0,303.059,101162.00000000001,303.058,101167.0,303.05799999999994,101171.99999999997,303.05800000000005,101178.00000000003,303.057,101183.0,303.057,101188.0,303.057,101193.00000000003,303.05699999999996,101197.99999999997,303.056,101203.00000000001,303.056,101208.00000000001,303.056,101212.99999999999,303.0650000000001,101219.00000000003,303.065,101224.0,303.068,101100.99999999996,303.067,101106.0,303.067,101111.00000000001,303.067,101116.0,303.067,101121.0,303.067,101126.00000000001,303.06700000000006,101131.00000000003,303.0670000000002,101137.00000000004,303.067,101142.0,303.066,101147.0,303.0659999999999,101151.99999999997,303.0659999999999,101156.99999999999,303.0659999999999,101162.0,303.066,101167.00000000001,303.066,101171.99999999997,303.065,101178.00000000001,303.06500000000005,101183.00000000001,303.065,101187.99999999996,303.06500000000005,101193.00000000004,303.065,101198.0,303.065,101203.00000000001,303.065,101208.00000000001,303.0650000000001,101213.00000000004,303.0650000000001,101219.00000000003,303.06500000000005,101224.0,4611.807202624887,1205792.8632546356,4611.624954719166,1205736.842227264,4610.471913037275,1205520.274823927,4605.713914197272,1204733.2745277483,4591.053510547516,1202315.8823526637,4554.880538377318,1196347.7760144954,4480.261627104866,1183855.590574851,4347.627900125582,1160922.4297537797,4139.826042564639,1123192.38976103,3847.9425898732234,1066552.983165492,3475.683164336147,988438.6042215483,3040.7233750501105,889265.2962279248,2572.104874095511,773476.0211264191,2104.216321359597,649228.606029485,1669.3367400262348,526522.5296055318,1291.6016633669242,414654.5619764246,301.181,101193.0,301.869,101197.00000000001,302.34,101200.99999999999,302.64500000000004,101205.00000000001,302.833,101209.0,302.942,101213.00000000001,303.003,101216.99999999997,303.066,101221.00000000001,303.066,101225.00000000001,1996.5380708024281,615850.1994024187
18,10828.7,303.06700000000006,101111.00000000003,303.066,101116.00000000003,303.065,101121.0,303.065,101125.99999999999,303.0640000000001,101131.00000000001,303.064,101136.0,303.063,101141.0,303.06299999999993,101145.99999999999,303.063,101151.99999999997,303.062,101156.99999999997,303.06199999999984,101161.99999999994,303.061,101167.0,303.061,101172.0,303.061,101177.0,303.06,101181.99999999999,303.06,101187.0,303.06,101193.00000000001,303.059,101197.99999999997,303.05899999999997,101203.0,303.058,101207.99999999999,303.058,101213.0,303.057,101218.00000000001,303.057,101223.0,303.072,101228.0,303.073,101234.00000000001,303.068,101111.00000000001,303.06800000000004,101116.0,303.068,101120.99999999999,303.068,101126.0,303.068,101131.0,303.06799999999987,101135.99999999997,303.0690000000001,101141.00000000001,303.069,101146.0,303.06899999999996,101151.99999999997,303.069,101157.0,303.069,101162.00000000001,303.069,101167.00000000001,303.069,101172.0,303.069,101177.0,303.06899999999996,101181.99999999999,303.07,101187.0,303.07,101193.00000000001,303.07,101198.00000000003,303.07,101202.99999999999,303.07,101208.00000000003,303.07,101213.00000000001,303.071,101218.0,303.071,101223.0,303.071,101228.00000000001,303.072,101234.00000000001,4611.814003027309,1205924.9587702742,4611.720474846286,1205881.7217744847,4611.098844615533,1205754.1217721726,4608.3572308206585,1205291.3408154277,4599.410326035335,1203811.4233669508,4576.047793950312,1199962.5764694035,4525.139966137065,1191523.3700593945,4429.668446251223,1175327.3639453123,4272.096654472953,1147580.428721997,4039.178433486287,1104238.1716432234,3726.7280249887285,1041931.9698269528,3342.60093234371,959074.6027004117,2906.763600299552,857172.0204239571,2447.999558005583,741412.7095772937,1998.0952217871827,619973.107082173,1585.4277496832296,502138.0736905149,1230.2402565012944,396082.61383119924,301.313,101207.0,301.951,101211.00000000004,302.388,101215.00000000004,302.673,101219.0,302.849,101223.0,302.9529999999999,101226.99999999999,303.074,101230.0,303.074,101234.0,2085.3847794026556,640278.6032919019
19,11428.7,303.068,101120.99999999999,303.067,101126.00000000001,303.066,101131.00000000001,303.065,101136.0,303.06399999999996,101140.99999999997,303.063,101146.0,303.062,101150.99999999996,303.061,101156.0,303.06,101160.99999999997,303.059,101166.99999999999,303.058,101172.0,303.057,101177.00000000001,303.0570000000001,101182.0,303.056,101187.0,303.05499999999984,101191.99999999994,303.0549999999999,101196.99999999994,303.054,101201.99999999994,303.0529999999999,101207.99999999999,303.05300000000005,101213.00000000003,303.052,101218.00000000003,303.051,101222.99999999999,303.051,101228.00000000001,303.05,101232.99999999999,303.073,101238.0,303.074,101243.00000000001,303.07,101121.0,303.07,101126.0,303.07,101131.00000000001,303.07,101136.0,303.07,101141.0,303.07000000000005,101146.00000000003,303.07,101151.00000000001,303.07,101156.0,303.07,101161.00000000001,303.06999999999994,101166.99999999999,303.06999999999994,101171.99999999997,303.07,101177.00000000001,303.07,101182.0,303.07,101187.0,303.07,101192.0,303.07,101197.00000000001,303.07,101201.99999999997,303.07,101208.00000000003,303.07,101213.00000000001,303.07,101218.00000000001,303.07,101223.0,303.07,101228.00000000001,303.07,101233.00000000001,303.071,101238.0,303.0729999999999,101242.99999999997,4611.817385875064,1206056.5947481499,4611.775239365839,1206020.7383914844,4611.443573760383,1205939.0712696144,4609.874265130436,1205670.1705565357,4604.476303747555,1204766.0762482148,4589.613258571689,1202313.647199147,4555.467985681824,1196689.1697204881,4488.069557631298,1185404.6178441471,4371.103889796081,1165270.6379527703,4189.560170772977,1132640.2273982596,3934.052270507148,1083912.7393728064,3604.54676454196,1016402.9186932332,3212.150581797151,929516.3564129478,2778.2338763253997,825671.1084091774,2330.789315720117,710576.2143418965,1898.9245197610453,592261.814602429,1507.4509751930539,479256.0145719355,1173.276472109181,378734.86027976807,301.436,101221.00000000001,302.028,101225.00000000003,302.434,101227.99999999999,302.7,101232.0,302.86600000000004,101236.00000000001,303.083,101240.0,303.083,101244.0,2174.3708949591446,664446.5713919214
20,12028.7,303.059,101129.99999999999,303.057,101136.00000000001,303.05600000000004,101141.00000000001,303.054,101146.0,303.053,101151.00000000001,303.05199999999996,101156.0,303.051,101160.99999999999,303.05,101165.99999999999,303.049,101171.0,303.048,101176.0,303.048,101182.0,303.047,101186.99999999999,303.046,101192.0,303.045,101197.00000000001,303.044,101202.00000000001,303.043,101207.0,303.04299999999995,101211.99999999999,303.042,101216.99999999999,303.041,101222.0,303.04,101228.0,303.039,101233.0,303.039,101237.99999999997,303.037,101242.99999999999,303.07,101248.0,303.072,101253.0,303.062,101129.99999999999,303.061,101136.0,303.0619999999999,101140.99999999996,303.062,101145.99999999999,303.062,101151.0,303.063,101155.99999999997,303.063,101161.00000000001,303.06300000000005,101166.00000000003,303.063,101171.00000000001,303.064,101176.0,303.064,101182.0,303.0640000000001,101187.00000000003,303.064,101192.0,303.064,101197.0,303.06399999999996,101201.99999999999,303.064,101207.00000000003,303.0649999999999,101211.99999999997,303.0650000000001,101217.00000000006,303.065,101222.00000000001,303.0650000000001,101228.00000000004,303.0650000000001,101233.00000000003,303.066,101238.0,303.0659999999999,101242.99999999997,303.0670000000002,101248.00000000006,303.07,101253.0,4611.817284561543,1206187.6878663816,4611.80214938186,1206159.897770558,4611.624018871872,1206100.3161872271,4610.739946784792,1205942.6292435748,4607.5180883325,1205390.1631552808,4598.190984177627,1203846.2196068373,4575.644813220783,1200142.7594270036,4528.893079353455,1192381.8935939714,4443.752690231667,1177971.5914879097,4305.245268489409,1153744.1138324065,4101.143703832412,1116248.1561537983,3825.702622610526,1062381.9885576714,3482.414409963292,990200.3258019917,3084.866703881627,899969.4175922726,2655.1760663881223,794887.5330134758,2220.1152380430076,680981.9400399681,1806.1490935420136,566014.3033595231,1434.8617205258438,457777.48682800255,1120.2980128131728,362509.07979001803,301.551,101234.99999999999,302.1,101238.00000000003,302.478,101242.0,302.72700000000003,101246.00000000001,303.091,101250.0,303.091,101254.0,2264.170313963349,688526.7611744968
21,12628.7,303.043,101139.99999999997,303.04,101145.00000000001,303.037,101151.0,303.036,101156.00000000001,303.034,101161.00000000004,303.032,101165.99999999999,303.031,101171.00000000004,303.03,101176.0,303.02799999999996,101180.99999999999,303.0269999999999,101185.99999999996,303.026,101191.0,303.0249999999999,101197.0,303.02300000000014,101202.00000000004,303.022,101207.0,303.021,101211.99999999999,303.02,101217.00000000001,303.019,101222.0,303.018,101227.0,303.017,101231.99999999999,303.016,101237.00000000001,303.015,101242.99999999997,303.014,101247.99999999999,303.012,101253.00000000001,303.056,101257.99999999999,303.05899999999997,101263.0,303.046,101140.0,303.046,101145.0,303.046,101150.99999999999,303.047,101155.99999999997,303.047,101161.00000000004,303.047,101166.0,303.048,101171.0,303.048,101176.0,303.048,101181.0,303.04900000000004,101186.00000000003,303.049,101191.0,303.049,101197.00000000001,303.049,101202.00000000001,303.049,101206.99999999999,303.049,101212.0,303.049,101217.0,303.0489999999999,101221.99999999999,303.05,101227.0,303.05,101232.0,303.05000000000007,101237.00000000001,303.05,101242.99999999997,303.051,101248.0,303.0520000000001,101253.00000000001,303.053,101258.0,303.056,101262.99999999999,4611.817205839324,1206318.8087590216,4611.815846972968,1206292.9903345758,4611.722331674203,1206249.7115202947,4611.227177410933,1206152.2194520228,4609.3317287039745,1205816.0471442027,4603.542942356875,1204846.8371184552,4588.872872305888,1202441.3663488145,4556.96244432668,1197168.8164956556,4496.0920422868,1186987.1968701575,4392.471973316044,1169236.144292793,4232.876490263136,1140799.6170956243,4007.918674844305,1098541.5956684481,3715.1882724672637,1039836.8938980803,3361.1346649084994,963500.5515779912,2961.166462853113,870581.1159594147,2537.547668894738,764886.6014457345,2115.620978206754,652619.4379312015,1719.2677564474577,541165.8627496467,1367.191233652364,437596.8350104502,1070.950892740602,347312.65517679346,301.657,101248.0,302.168,101252.00000000001,302.52,101255.99999999997,303.1,101260.0,303.1,101263.99999999999,2355.542649577589,712698.9164002804
22,13228.7,303.012,101149.99999999999,303.0079999999999,101154.99999999999,303.005,101160.00000000001,303.003,101165.99999999999,303.001,101170.99999999999,302.999,101176.00000000001,302.997,101181.0,302.99499999999995,101185.99999999999,302.993,101191.00000000001,302.992,101196.00000000001,302.99,101201.00000000001,302.988,101206.0,302.9869999999999,101211.99999999996,302.985,101217.00000000003,302.984,101221.99999999999,302.98300000000006,101227.00000000003,302.981,101231.99999999999,302.98,101236.99999999994,302.979,101241.99999999999,302.977,101246.99999999997,302.97600000000006,101252.00000000001,302.975,101257.99999999999,302.973,101262.99999999999,303.03,101267.99999999999,303.0349999999999,101272.99999999996,303.0159999999999,101149.99999999997,303.016,101155.00000000001,303.0159999999999,101159.99999999996,303.01699999999994,101165.99999999997,303.017,101170.99999999999,303.01800000000003,101176.00000000003,303.018,101180.99999999997,303.018,101185.99999999997,303.019,101190.99999999999,303.01900000000006,101196.00000000003,303.0199999999999,101201.0,303.02,101206.0,303.019,101212.00000000001,303.02000000000004,101217.00000000003,303.0199999999999,101221.99999999999,303.02,101227.0,303.021,101231.99999999999,303.021,101237.0,303.021,101242.0,303.021,101247.0,303.022,101251.99999999997,303.023,101258.00000000001,303.02399999999994,101263.00000000001,303.025,101268.0,303.03,101273.0,4611.820885560974,1206450.4790361316,4611.82264412107,1206425.080540673,4611.773640403953,1206388.2352639153,4611.503482972542,1206327.315611586,4610.3912053122685,1206120.5930335866,4606.842900085437,1205516.707376423,4597.422151637669,1203966.2882064262,4575.970200123313,1200429.9075217128,4533.167773161672,1193325.5809095171,4457.043644311573,1180484.0491351443,4334.667501601872,1159200.4318822653,4154.801467968105,1126532.440211225,3910.877882453796,1079640.437487418,3603.4461974430856,1016469.6849118883,3241.375747570097,936500.2981894613,2841.3061387223993,841504.2873540698,2425.263219701734,735749.2632316147,2016.9697132436054,625465.0265968088,1637.8433581315956,517639.22354393423,1304.0238106739487,418618.9720562442,301.1,101258.00000000001,301.75700000000006,101262.00000000003,302.232,101265.99999999999,303.108,101270.00000000001,303.108,101273.99999999999,2449.3639258164126,737164.1745384732
